Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Attack_Type,Malicious_Prob,Trans_Rate,PDR,Delay,Energy,Path_Selected,Packet_Loss,Anomaly_Score,Label
N119,0.817,0.829,0.823,Sybil Attack,0.642,59,98.82,33.44,2.994,P6->P11->P21,22.28,0.251,1
N40,0.765,0.671,0.718,Normal,0.78,37,72.81,48.25,1.212,P1->P12->P21,59.12,0.05,0
N120,0.911,0.948,0.93,Sybil Attack,0.223,10,90.02,29.69,0.694,P5->P17->P22,51.22,0.37,0
N194,0.532,0.348,0.44,Normal,0.459,39,80.59,22.6,1.48,P1->P15->P27,18.61,0.726,0
N93,0.415,0.885,0.65,Normal,0.023,80,65.8,33.59,2.925,P7->P20->P23,51.2,0.253,0
N53,0.345,0.284,0.314,Normal,0.256,13,73.15,31.29,1.384,P2->P11->P30,34.89,0.364,0
N55,0.839,0.552,0.696,Sybil Attack,0.224,96,63.46,34.58,3.24,P8->P14->P22,53.79,0.9,0
N135,0.604,0.331,0.468,Normal,0.625,97,53.27,40.36,1.265,P5->P12->P23,47.58,0.887,0
N148,0.413,0.569,0.491,Normal,0.792,54,61.31,44.4,0.769,P2->P18->P21,46.17,0.794,0
N153,0.247,0.804,0.526,Sybil Attack,0.132,75,69.35,14.42,2.299,P9->P17->P29,19.98,0.189,0
N149,0.361,0.716,0.538,Sybil Attack,0.79,65,87.16,48.32,4.439,P7->P14->P21,49.69,0.87,1
N101,0.746,0.707,0.726,Sybil Attack,0.349,85,82.83,10.22,2.838,P5->P19->P21,13.56,0.092,0
N191,0.947,0.482,0.714,Sybil Attack,0.241,59,53.22,21.95,1.839,P8->P12->P26,51.29,0.976,0
N5,0.37,0.863,0.616,Sybil Attack,0.346,56,87.48,32.34,1.034,P7->P19->P23,17.24,0.084,0
N30,0.211,0.379,0.295,Sybil Attack,0.712,22,81.7,20.22,4.548,P5->P12->P27,54.49,0.888,1
N57,0.204,0.495,0.35,Sybil Attack,0.722,41,67.39,17.59,3.525,P1->P11->P27,8.48,0.416,1
N180,0.645,0.272,0.458,Normal,0.078,53,92.15,10.19,3.341,P9->P19->P23,24.74,0.958,0
N135,0.578,0.852,0.715,Sybil Attack,0.694,33,82.1,15.29,0.654,P7->P13->P22,34.95,0.92,1
N192,0.631,0.337,0.484,Sybil Attack,0.792,24,54.11,19.7,2.787,P2->P18->P30,5.6,0.058,1
N167,0.415,0.352,0.383,Sybil Attack,0.321,11,93.74,29.56,4.55,P8->P17->P26,41.31,0.941,0
N2,0.446,0.746,0.596,Sybil Attack,0.683,99,78.73,26.85,2.655,P4->P13->P23,57.99,0.512,1
N124,0.859,0.826,0.842,Sybil Attack,0.705,76,82.97,36.91,3.005,P9->P17->P25,37.32,0.28,1
N50,0.648,0.349,0.498,Sybil Attack,0.764,63,78.36,16.14,1.932,P9->P20->P27,19.67,0.272,1
N137,0.461,0.41,0.436,Sybil Attack,0.097,90,62.13,12.7,1.125,P10->P13->P29,22.41,0.058,0
N189,0.596,0.864,0.73,Sybil Attack,0.081,10,66.02,16.91,1.512,P4->P20->P30,24.64,0.032,0
N54,0.959,0.742,0.85,Normal,0.326,50,96.32,22.16,2.674,P9->P16->P27,0.6,0.459,0
N62,0.356,0.548,0.452,Sybil Attack,0.281,22,72.19,34.66,2.64,P4->P20->P27,35.94,0.566,0
N99,0.961,0.952,0.956,Sybil Attack,0.382,23,76.13,5.34,4.935,P3->P18->P28,47.81,0.546,0
N30,0.434,0.927,0.68,Normal,0.891,92,66.36,25.85,0.782,P3->P11->P30,37.8,0.569,0
N34,0.539,0.62,0.58,Normal,0.402,19,92.54,8.34,1.885,P5->P16->P24,36.89,0.621,0
N13,0.552,0.864,0.708,Sybil Attack,0.107,76,68.76,39.42,3.676,P5->P15->P30,25.09,0.381,0
N72,0.344,0.904,0.624,Normal,0.123,28,85,8.48,0.604,P1->P12->P22,59.64,0.475,0
N196,0.524,0.43,0.477,Normal,0.448,30,68.58,19.17,0.883,P10->P14->P27,7.62,0.882,0
N122,0.747,0.899,0.823,Normal,0.442,83,54.23,11.52,1.462,P7->P17->P26,29.08,0.13,0
N7,0.77,0.797,0.784,Normal,0.045,78,73.42,31.63,4.16,P3->P15->P30,21.58,0.554,0
N7,0.892,0.679,0.786,Normal,0.562,96,52.28,31.02,3.076,P9->P11->P26,29.36,0.081,0
N33,0.994,0.749,0.871,Sybil Attack,0.442,93,69.59,49.78,1.492,P1->P14->P27,6.34,0.171,0
N187,0.785,0.76,0.772,Sybil Attack,0.378,88,82.35,36.32,3.069,P9->P19->P26,47.18,0.317,0
N42,0.968,0.671,0.82,Normal,0.183,50,67.8,43.51,3.825,P6->P19->P28,57.05,0.481,0
N193,0.842,0.654,0.748,Normal,0.91,34,59.46,41.73,1.754,P7->P19->P22,31.55,0.093,0
N6,0.402,0.964,0.683,Normal,0.355,45,70.21,29.88,1.66,P7->P15->P30,14.66,0.294,0
N86,0.374,0.771,0.572,Sybil Attack,0.708,76,90.59,34.45,3.227,P7->P17->P26,30.41,0.036,1
N187,0.459,0.765,0.612,Normal,0.244,98,61.32,16.12,2.703,P7->P15->P29,56.53,0.42,0
N166,0.336,0.981,0.658,Sybil Attack,0.161,69,66.55,5.42,3.529,P2->P16->P22,12.4,0.338,0
N199,0.347,0.522,0.434,Normal,0.724,10,88.23,6.1,1.306,P6->P17->P26,34.55,0.371,0
N7,0.693,0.902,0.798,Sybil Attack,0.825,30,56.52,27.34,3.481,P3->P17->P28,38.34,0.822,1
N34,0.84,0.242,0.541,Normal,0.619,34,78.03,11.7,4.974,P3->P15->P30,38.72,0.992,0
N75,0.631,0.566,0.598,Normal,0.204,15,54.64,5.27,2.38,P6->P11->P28,2.75,0.532,0
N95,0.481,0.988,0.734,Normal,0.817,11,53.05,28.41,1.922,P9->P12->P23,39.43,0.335,0
N118,0.917,0.773,0.845,Normal,0.482,47,96.39,6.79,1.617,P4->P12->P29,42.26,0.197,0
N119,0.413,0.527,0.47,Normal,0.856,36,50.38,17.26,3.371,P8->P12->P21,17.51,0.468,0
N112,0.351,0.634,0.492,Sybil Attack,0.899,22,60.44,31.29,0.801,P8->P15->P22,43.1,0.427,1
N194,0.207,0.547,0.377,Normal,0.114,30,62.62,39.3,4.446,P8->P18->P27,12.49,0.989,0
N70,0.655,0.85,0.752,Normal,0.13,92,98.96,30.34,2.725,P9->P11->P28,19.97,0.689,0
N158,0.299,0.226,0.262,Normal,0.535,63,72.28,22.19,1.572,P2->P19->P29,19.98,0.289,0
N75,0.423,0.225,0.324,Normal,0.653,93,67.57,8.65,0.964,P6->P15->P23,44.96,0.288,0
N189,0.546,0.956,0.751,Sybil Attack,0.146,66,60.31,28.87,1.658,P3->P11->P24,35.12,0.929,0
N78,0.324,0.219,0.272,Normal,0.318,13,52.89,17.62,0.898,P2->P20->P21,10.77,0.522,0
N180,0.275,0.657,0.466,Normal,0.545,57,79.06,17.01,2.124,P2->P11->P30,53.71,0.923,0
N84,0.611,0.238,0.424,Normal,0.963,16,80.25,25.06,2.02,P8->P17->P29,18.6,0.259,0
N98,0.924,0.685,0.804,Normal,0.315,42,74.25,43.29,3.001,P8->P17->P27,22.4,0.357,0
N126,0.378,0.275,0.326,Sybil Attack,0.183,12,89.51,45.22,2.902,P3->P19->P24,39.19,0.76,0
N78,0.489,0.684,0.586,Normal,0.289,26,98.55,12.99,3.24,P2->P18->P21,23.69,0.193,0
N34,0.641,0.266,0.454,Sybil Attack,0.182,57,74.33,34.98,4.08,P10->P12->P28,46.93,0.838,0
N110,0.532,0.63,0.581,Sybil Attack,0.311,16,62.04,10.48,3.702,P8->P19->P26,45.14,0.574,0
N21,0.313,0.79,0.552,Sybil Attack,0.369,68,80.44,30.88,3.847,P3->P20->P30,11.99,0.166,0
N124,0.319,0.223,0.271,Normal,0.088,80,69.14,29.47,2.654,P7->P12->P22,37.65,0.846,0
N55,0.927,0.561,0.744,Normal,0.224,48,61.44,47.05,1.372,P9->P17->P21,33.95,0.814,0
N10,0.781,0.508,0.645,Sybil Attack,0.918,21,75.14,40.06,0.908,P9->P20->P29,12.91,0.79,1
N58,0.652,0.419,0.536,Sybil Attack,0.051,34,51.27,14.28,2.694,P4->P19->P22,15.83,0.58,0
N69,0.923,0.484,0.704,Sybil Attack,0.826,76,63.55,10.38,2.514,P7->P19->P29,1.16,0.62,1
N21,0.949,0.81,0.88,Normal,0.382,44,50.05,23.05,3.123,P4->P16->P25,23.28,0.851,0
N168,0.807,0.983,0.895,Normal,0.496,87,56.04,6.51,4.711,P1->P18->P23,51.05,0.364,0
N168,0.225,0.552,0.388,Normal,0.714,43,77.73,28.82,4.521,P2->P17->P26,53.42,0.222,0
N164,0.355,0.421,0.388,Normal,0.217,36,84.67,26.65,3.614,P4->P11->P26,30.1,0.82,0
N187,0.964,0.654,0.809,Normal,0.232,11,50.1,38.6,1.538,P9->P12->P30,6.99,0.764,0
N62,0.265,0.674,0.47,Normal,0.227,62,91.63,40.09,0.912,P3->P13->P25,41.87,0.676,0
N38,0.561,0.551,0.556,Normal,0.865,44,86.95,8.64,3.637,P4->P13->P21,26.5,0.147,0
N146,0.853,0.734,0.794,Sybil Attack,0.367,53,50.99,8.36,4.879,P5->P13->P25,13.52,0.427,0
N188,0.258,0.695,0.476,Sybil Attack,0.83,74,99.79,24.58,3.696,P5->P17->P28,29.99,0.965,1
N146,0.202,0.972,0.587,Normal,0.667,89,62.11,32.15,2.303,P1->P19->P24,10.94,0.833,0
N100,0.992,0.509,0.75,Normal,0.876,19,79.53,8.55,4.938,P3->P18->P24,51.1,0.966,0
N196,0.533,0.834,0.684,Sybil Attack,0.726,22,71.32,24.07,4.944,P9->P11->P21,27.36,0.602,1
N56,0.542,0.895,0.718,Sybil Attack,0.747,98,62.65,24.49,3.313,P5->P13->P21,17.96,0.625,1
N76,0.578,0.818,0.698,Normal,0.209,75,79.49,39.87,3.773,P5->P19->P23,3.27,0.708,0
N170,0.383,0.246,0.314,Sybil Attack,0.273,56,55.5,44.38,3.636,P6->P15->P21,58.61,0.707,0
N157,0.529,0.992,0.76,Sybil Attack,0.343,74,84.92,49.83,4.829,P3->P15->P29,19.22,0.377,0
N88,0.854,0.993,0.924,Normal,0.559,90,67.04,35.05,2.271,P7->P15->P29,12.23,0.579,0
N181,0.938,0.792,0.865,Sybil Attack,0.075,61,96.72,25.83,2.559,P2->P18->P30,41.57,0.556,0
N1,0.478,0.697,0.587,Sybil Attack,0.094,57,95.36,36.35,0.551,P4->P16->P21,21.1,0.876,0
N66,0.534,0.58,0.557,Sybil Attack,0.072,63,80.27,12.95,4.721,P10->P15->P21,34.3,0.013,0
N76,0.304,0.316,0.31,Normal,0.248,49,95.74,32.17,2.986,P2->P13->P28,47.33,0.645,0
N50,0.22,0.861,0.54,Normal,0.056,36,62.09,19.01,2.073,P5->P16->P21,19.25,0.273,0
N53,0.653,0.612,0.633,Normal,0.984,44,66.98,34.22,3.454,P2->P16->P26,20.17,0.957,0
N139,0.785,0.885,0.835,Sybil Attack,0.644,30,63.41,12.49,0.891,P6->P19->P21,9.06,0.018,1
N68,0.576,0.284,0.43,Normal,0.329,26,58.05,31.33,4.353,P2->P19->P21,56.12,0.896,0
N146,0.279,0.874,0.576,Sybil Attack,0.886,39,97.3,14.38,4.864,P8->P16->P24,9.65,0.076,1
N98,0.42,0.724,0.572,Sybil Attack,0.824,92,67.24,6.19,0.907,P2->P11->P29,22.25,0.053,1
N96,0.572,0.461,0.516,Normal,0.215,30,95.14,38.47,2.587,P9->P11->P21,49.78,0.408,0
N33,0.824,0.754,0.789,Normal,0.254,56,69.62,28.6,2.91,P8->P17->P29,50.47,0.859,0
N180,0.997,0.787,0.892,Normal,0.297,18,92.48,49.25,0.508,P3->P14->P22,51.92,0.919,0
N101,0.322,0.617,0.47,Normal,0.415,23,72.18,45.96,1.709,P2->P11->P27,3.64,0.668,0
N168,0.763,0.494,0.629,Normal,0.654,98,58.81,41,4.76,P7->P12->P28,36.52,0.459,0
N34,0.793,0.776,0.784,Normal,0.681,52,83.36,25.36,2.057,P9->P11->P30,45.13,0.763,0
N34,0.517,0.602,0.56,Sybil Attack,0.93,29,83.22,38.15,1.759,P5->P18->P30,55.61,0.957,1
N55,0.709,0.494,0.601,Normal,0.359,18,51.63,34.22,4.237,P2->P11->P24,27,0.002,0
N196,0.506,0.56,0.533,Normal,0.156,35,79.13,18.73,2.039,P9->P11->P28,52.98,0.179,0
N199,0.72,0.832,0.776,Normal,0.71,48,72.37,24.22,1.733,P1->P17->P28,56.85,0.294,0
N67,0.43,0.378,0.404,Normal,0.297,73,78.26,16.82,1.575,P5->P13->P26,15.62,0.156,0
N19,0.855,0.941,0.898,Sybil Attack,0.161,69,80.66,33.34,3.817,P3->P20->P30,12.14,0.754,0
N40,0.819,0.427,0.623,Sybil Attack,0.748,79,67.82,11.65,4.331,P3->P16->P24,40.92,0.892,1
N144,0.619,0.903,0.761,Sybil Attack,0.138,72,87.96,9.21,4.644,P1->P11->P28,21.37,0.557,0
N120,0.628,0.281,0.454,Sybil Attack,0.677,23,90.14,5.24,4.205,P3->P18->P26,33.49,0.287,1
N88,0.276,0.413,0.344,Sybil Attack,0.1,95,80.89,41.71,2.432,P1->P19->P30,39.19,0.593,0
N40,0.383,0.75,0.566,Sybil Attack,0.454,96,60.71,46.77,3.869,P7->P18->P23,26.62,0.8,0
N48,0.266,0.902,0.584,Sybil Attack,0.362,33,65.79,10.76,1.001,P4->P12->P23,10.42,0.743,0
N80,0.842,0.305,0.574,Normal,0.799,32,90.9,33.51,4.099,P5->P12->P26,10.94,0.628,0
N185,0.378,0.805,0.592,Sybil Attack,0.419,44,78.99,17.64,3.644,P8->P17->P29,58.73,0.198,0
N33,0.223,0.277,0.25,Normal,0.458,17,83.72,36.4,4.651,P4->P20->P25,9.49,0.564,0
N65,0.641,0.638,0.64,Normal,0.01,85,69.74,29.27,1.659,P6->P16->P28,29.41,0.42,0
N71,0.544,0.355,0.45,Sybil Attack,0.87,62,91.64,10.7,1.189,P5->P11->P29,19.18,0.082,1
N130,0.826,0.886,0.856,Sybil Attack,0.729,14,75.64,17.57,0.75,P8->P11->P27,49.05,0.752,1
N21,0.379,0.839,0.609,Normal,0.61,56,56.8,9.96,2.549,P1->P14->P30,31.16,0.922,0
N112,0.705,0.913,0.809,Sybil Attack,0.657,80,88.71,43.85,0.599,P1->P12->P23,34.74,0.03,1
N199,0.754,0.219,0.486,Sybil Attack,0.848,50,76.3,29.91,4.207,P5->P14->P30,54.63,0.802,1
N151,0.81,0.488,0.649,Normal,0.322,83,77.32,12.65,4.915,P2->P14->P28,26.52,0.412,0
N36,0.325,0.651,0.488,Sybil Attack,0.244,90,68.26,6.09,1.881,P7->P13->P25,1.6,0.349,0
N65,0.862,0.65,0.756,Sybil Attack,0.885,38,80.54,31.2,2.805,P8->P17->P30,59.02,0.216,1
N42,0.772,0.548,0.66,Normal,0.221,10,84.09,30.34,1.442,P8->P16->P21,7.88,0.534,0
N28,0.641,0.293,0.467,Normal,0.338,18,83.75,7.01,3.63,P8->P16->P26,50.94,0.102,0
N60,0.836,0.589,0.712,Sybil Attack,0.537,23,52.45,11.19,1.462,P7->P12->P27,30.59,0.098,1
N55,0.702,0.62,0.661,Normal,0.316,87,62.62,27.16,3.189,P9->P16->P28,27.25,0.083,0
N114,0.78,0.45,0.615,Sybil Attack,0.098,85,53.65,8.63,2.443,P2->P20->P26,36.7,0.431,0
N195,0.628,0.811,0.72,Normal,0.995,57,65.97,38.46,2.445,P7->P14->P26,10.42,0.938,0
N77,0.593,0.556,0.574,Normal,0.282,34,52.26,19.46,1.065,P8->P11->P27,24.47,0.208,0
N141,0.915,0.757,0.836,Sybil Attack,0.109,20,89.54,19.66,2.761,P9->P12->P28,22.18,0.503,0
N26,0.293,0.546,0.42,Sybil Attack,0.883,32,86.66,26.85,4.322,P2->P19->P25,7.34,0.444,1
N109,0.787,0.885,0.836,Sybil Attack,0.696,38,66.27,19.72,2.088,P9->P18->P21,20.06,0.621,1
N50,0.536,0.42,0.478,Normal,0.337,97,71.65,33.17,1.04,P8->P12->P26,40.05,0.723,0
N168,0.434,0.522,0.478,Normal,0.565,96,73.5,27.35,3.479,P2->P20->P29,35.7,0.484,0
N125,0.777,0.601,0.689,Sybil Attack,0.231,26,65.74,31.65,2.386,P5->P14->P27,30.06,0.262,0
N13,0.654,0.715,0.684,Normal,0.948,30,60.33,11.79,4.818,P9->P20->P27,45.88,0.828,0
N73,0.227,0.716,0.472,Normal,0.333,57,71.73,33.44,3.507,P2->P11->P27,31.26,0.09,0
N105,0.906,0.286,0.596,Sybil Attack,0.626,31,76.11,29,1.242,P1->P18->P30,3.02,0.129,1
N197,0.292,0.676,0.484,Sybil Attack,0.981,15,52.02,38.16,1.777,P5->P19->P21,7.73,0.344,1
N96,0.715,0.297,0.506,Normal,0.445,78,97.47,11.85,2.483,P5->P14->P24,57.09,0.618,0
N21,0.329,0.809,0.569,Sybil Attack,0.676,52,57.95,21.28,2.234,P3->P19->P29,16.27,0.692,1
N123,0.407,0.773,0.59,Sybil Attack,0.751,86,73.49,6.95,4.787,P3->P19->P25,37.84,0.096,1
N70,0.502,0.752,0.627,Normal,0.373,98,96.06,18.19,2.155,P10->P15->P29,41.78,0.129,0
N46,0.995,0.527,0.761,Sybil Attack,0.527,10,83.54,23.15,3.343,P8->P19->P21,3.5,0.868,1
N112,0.956,0.515,0.736,Sybil Attack,0.584,31,72.45,49.7,1.172,P7->P12->P24,56.99,0.847,1
N135,0.615,0.844,0.73,Sybil Attack,0.648,22,89.02,30.76,1.93,P8->P16->P21,3.02,0.285,1
N88,0.383,0.481,0.432,Normal,0.991,67,61.83,28.19,4.875,P2->P19->P27,42.29,0.649,0
N76,0.498,0.582,0.54,Normal,0.927,74,78.9,15.12,0.986,P5->P17->P26,5.46,0.027,0
N148,0.343,0.737,0.54,Sybil Attack,0.869,47,79.42,11.73,3.459,P6->P12->P21,40.22,0.592,1
N198,0.8,0.908,0.854,Sybil Attack,0.427,39,53.69,14.55,3.883,P10->P18->P21,1.3,0.35,0
N116,0.334,0.318,0.326,Normal,0.646,59,78.6,30.04,0.662,P9->P14->P29,48.67,0.793,0
N83,0.31,0.528,0.419,Normal,0.681,96,54.25,18.81,3.333,P2->P20->P21,26.28,0.092,0
N71,0.945,0.211,0.578,Sybil Attack,0.661,34,51.62,10.68,2.856,P5->P19->P29,17.55,0.226,1
N140,0.726,0.43,0.578,Normal,0.072,24,59.1,29.77,2.664,P9->P16->P22,1.06,0.726,0
N148,0.831,0.76,0.796,Normal,0.442,66,94.39,13.01,2.079,P3->P12->P28,34.14,0.187,0
N27,0.67,0.326,0.498,Normal,0.457,31,78.44,13.31,3.791,P9->P13->P30,14.85,0.319,0
N162,0.243,0.616,0.43,Sybil Attack,0.318,63,95.42,29.01,1.559,P9->P17->P30,12.01,0.159,0
N154,0.285,0.749,0.517,Normal,0.631,50,88.62,5.47,1.951,P3->P13->P30,43.84,0.795,0
N128,0.5,0.457,0.479,Normal,0.546,59,87.93,44.12,2.454,P6->P12->P27,37.64,0.336,0
N196,0.996,0.95,0.973,Sybil Attack,0.846,14,88.71,11.22,2.243,P6->P11->P22,25.2,0.27,1
N158,0.918,0.988,0.953,Normal,0.234,30,88.45,25.12,3.498,P1->P20->P24,17.37,0.141,0
N68,0.526,0.561,0.544,Sybil Attack,0.885,44,93.01,35.34,4.827,P4->P13->P27,55.63,0.816,1
N10,0.343,0.264,0.304,Normal,0.747,59,99.83,14.52,0.646,P4->P13->P27,16.83,0.632,0
N25,0.226,0.277,0.252,Normal,0.081,29,79.05,35.85,1.279,P8->P16->P22,8.56,0.221,0
N162,0.506,0.922,0.714,Normal,0.754,16,53.75,32.43,1.163,P6->P15->P25,14.07,0.173,0
N133,0.319,0.629,0.474,Normal,0.547,76,93.6,5.48,4.268,P5->P11->P22,23.56,0.166,0
N166,0.981,0.586,0.784,Normal,0.09,80,60.72,43.01,3.583,P7->P14->P25,3.81,0.453,0
N173,0.734,0.895,0.814,Sybil Attack,0.931,83,84.84,48.2,2.837,P6->P12->P28,26.94,0.213,1
N61,0.239,0.899,0.569,Sybil Attack,0.575,87,89.77,25.45,3.746,P6->P16->P27,17.57,0.961,1
N50,0.797,0.209,0.503,Normal,0.428,15,54.42,41.6,4.627,P4->P12->P28,1.45,0.603,0
N172,0.724,0.455,0.59,Normal,0.598,77,85.17,27.79,2.857,P2->P20->P23,35.03,0.845,0
N71,0.299,0.321,0.31,Sybil Attack,0.087,30,84.53,39.87,3.498,P9->P18->P22,4.88,0.778,0
N185,0.439,0.332,0.386,Normal,0.425,36,79.33,48.45,1.754,P2->P19->P23,3.27,0.589,0
N106,0.61,0.795,0.702,Normal,0.566,85,51.33,18.15,3.396,P1->P17->P30,8.31,0.87,0
N124,0.382,0.608,0.495,Sybil Attack,0.514,76,95.79,7.61,1.492,P7->P13->P24,42.16,0.417,1
N48,0.643,0.313,0.478,Normal,0.956,95,91.22,41.39,3.856,P4->P14->P26,1.63,0.481,0
N8,0.584,0.23,0.407,Normal,0.861,75,83,7.72,3.062,P8->P17->P29,22.53,0.91,0
N145,0.866,0.838,0.852,Sybil Attack,0.036,42,63.48,19.34,2.363,P8->P11->P27,48.96,0.096,0
N103,0.212,0.736,0.474,Sybil Attack,0.625,85,57.89,34.74,1.276,P7->P12->P29,57.23,0.905,1
N127,0.87,0.484,0.677,Sybil Attack,0.55,46,68.72,10.1,4.4,P1->P16->P25,9.7,0.689,1
N180,0.425,0.267,0.346,Sybil Attack,0.047,16,58.83,49.69,3.061,P4->P14->P23,57.84,0.793,0
N60,0.614,0.96,0.787,Sybil Attack,0.877,76,85.72,8.77,3.541,P10->P14->P26,14.15,0.19,1
N68,0.854,0.585,0.72,Normal,0.065,96,66.55,5.12,3.02,P6->P11->P22,5.37,0.894,0
N89,0.791,0.545,0.668,Sybil Attack,0.135,87,54.01,6.66,1.442,P4->P12->P25,34.01,0.935,0
N187,0.232,0.729,0.48,Sybil Attack,0.575,70,61.74,15.43,4.507,P3->P18->P30,29.71,0.033,1
N110,0.265,0.69,0.478,Normal,0.782,55,60.33,13.18,1.298,P7->P19->P30,24.33,0.212,0
N109,0.702,0.592,0.647,Normal,0.211,39,95.9,35.3,1.465,P3->P12->P27,10.56,0.239,0
N143,0.574,0.574,0.574,Sybil Attack,0.276,83,82.71,17.32,1.698,P5->P14->P22,5.16,0.884,0
N79,0.807,0.76,0.784,Sybil Attack,0.901,17,59.68,30.97,1.346,P3->P11->P28,38,0.799,1
N57,0.281,0.628,0.454,Sybil Attack,0.303,55,58.86,17.75,1.251,P4->P15->P27,50.22,0.755,0
N190,0.41,0.752,0.581,Normal,0.948,60,55.92,28.75,2.456,P4->P17->P25,3.61,0.603,0
N92,0.9,0.559,0.73,Sybil Attack,0.865,93,63.39,5.47,2.19,P1->P16->P27,34.77,0.042,1
N177,0.439,0.244,0.342,Normal,0.968,73,60.73,39.94,1.435,P2->P13->P30,58.29,0.982,0
N7,0.81,0.388,0.599,Sybil Attack,0.146,91,83.6,16.94,1.13,P2->P11->P29,55.24,0.635,0
N138,0.417,0.365,0.391,Sybil Attack,0.573,45,77.76,16.64,3.485,P6->P15->P28,52.87,0.042,1
N156,0.875,0.688,0.782,Sybil Attack,0.563,60,63.67,8.47,0.812,P9->P18->P25,8.76,0.461,1
N162,0.669,0.288,0.479,Normal,0.495,83,50.95,44.91,3.931,P8->P11->P29,40.35,0.916,0
N119,0.519,0.43,0.475,Sybil Attack,0.642,15,93.33,31.33,0.608,P3->P12->P26,23.53,0.173,1
N171,0.889,0.374,0.632,Sybil Attack,0.867,60,59.1,7.4,2.586,P1->P13->P27,0.4,0.567,1
N185,0.369,0.762,0.566,Sybil Attack,0.088,22,79.91,12.07,4.795,P10->P17->P25,4.48,0.06,0
N53,0.232,0.338,0.285,Sybil Attack,0.809,13,84.54,11.45,1.419,P3->P11->P30,59.65,0.988,1
N11,0.935,0.488,0.712,Normal,0.205,26,73.63,18.03,3.229,P3->P19->P22,32.06,0.176,0
N16,0.936,0.92,0.928,Normal,0.991,66,94.46,44.26,1.975,P3->P11->P25,58.62,0.829,0
N51,0.732,0.232,0.482,Sybil Attack,0.234,91,80.66,40.18,4.543,P6->P12->P28,54.5,0.053,0
N128,0.754,0.333,0.544,Normal,0.107,55,67.46,40.8,3.001,P2->P19->P27,7.09,0.237,0
N33,0.641,0.507,0.574,Sybil Attack,0.102,22,97.82,35.18,2.954,P4->P17->P22,40.59,0.631,0
N41,0.403,0.862,0.633,Normal,0.226,97,57.57,40.04,3.652,P7->P20->P30,45.22,0.496,0
N47,0.268,0.281,0.274,Sybil Attack,0.698,75,59.42,10.71,2.921,P10->P19->P26,22.69,0.906,1
N115,0.86,0.906,0.883,Normal,0.328,89,93.84,44.48,3.64,P7->P11->P24,30.95,0.149,0
N173,0.663,0.77,0.716,Normal,0.523,59,83.23,23.33,2.668,P3->P16->P28,36.71,0.121,0
N24,0.736,0.418,0.577,Normal,0.173,90,95.34,22.1,4.782,P8->P19->P29,28.13,0.32,0
N164,0.798,0.246,0.522,Sybil Attack,0.529,80,66.73,15.13,4.216,P7->P20->P21,51.75,0.086,1
N107,0.542,0.64,0.591,Sybil Attack,0.504,14,74.56,23.62,4.542,P10->P17->P30,16.23,0.222,1
N135,0.92,0.708,0.814,Sybil Attack,0.256,47,79.06,10.85,0.615,P4->P18->P27,32.11,0.463,0
N35,0.358,0.5,0.429,Sybil Attack,0.345,73,69.51,6.58,2.793,P9->P13->P22,47.38,0.372,0
N92,0.656,0.241,0.448,Sybil Attack,0.543,99,68.07,20.21,1.664,P6->P17->P26,8.99,0.125,1
N46,0.202,0.532,0.367,Normal,0.952,80,68.29,37.62,1.389,P3->P19->P28,53.41,0.892,0
N180,0.282,0.705,0.493,Sybil Attack,0.934,13,84.99,30.47,3.429,P6->P20->P25,41.47,0.574,1
N61,0.632,0.835,0.734,Normal,0.444,78,84.65,45.67,3.151,P4->P13->P29,52.65,0.227,0
N190,0.429,0.442,0.436,Sybil Attack,0.922,84,61.91,10.9,3.202,P1->P14->P24,13.55,0.033,1
N82,0.287,0.265,0.276,Normal,0.391,62,77.35,37.19,1.769,P6->P17->P21,56.17,0.079,0
N33,0.352,0.371,0.362,Sybil Attack,0.195,69,53.14,5.58,4.102,P5->P11->P25,14.37,0.585,0
N37,0.696,0.856,0.776,Normal,0.053,65,94.94,22.5,0.885,P3->P12->P22,15.96,0.092,0
N175,0.672,0.868,0.77,Sybil Attack,0.784,41,50.64,45.77,3.806,P7->P16->P29,29.22,0.502,1
N76,0.312,0.665,0.489,Normal,0.087,70,53.76,42.62,3.917,P1->P18->P21,9.83,0.841,0
N22,0.847,0.683,0.765,Normal,0.052,47,61.59,48,1.164,P6->P13->P27,55.68,0.727,0
N108,0.25,0.619,0.434,Normal,0.179,94,78.48,5.21,1.905,P3->P20->P21,24.45,0.701,0
N107,0.619,0.71,0.664,Normal,0.146,61,70.12,44.8,0.873,P8->P17->P27,31.79,0.039,0
N35,0.92,0.799,0.86,Sybil Attack,0.695,31,62.39,45.65,3.611,P4->P17->P28,51.03,0.076,1
N67,0.64,0.898,0.769,Normal,0.488,68,75.75,30.79,2.8,P3->P16->P24,19.41,0.532,0
N107,0.759,0.388,0.574,Sybil Attack,0.786,31,77.89,16.64,2.789,P2->P15->P24,34.48,0.73,1
N15,0.43,0.305,0.368,Sybil Attack,0.812,76,85.41,25.5,1.086,P4->P18->P30,27.76,0.612,1
N96,0.469,0.746,0.607,Sybil Attack,0.774,29,85.84,15.72,2.076,P7->P15->P25,35.96,0.708,1
N111,0.304,0.25,0.277,Sybil Attack,0.175,64,63.56,19.95,3.221,P3->P15->P22,54.15,0.639,0
